Pin,Cpu Pin name,SOM pin name,Label,GPIO,MMDC,UART,ELCDIF,EPDC,EIM,uSDHC,ENET,ECSPI,SAI,CSI,FTM,KPP,I2C,SIM,CCM,USB,SRC,GPT,ARM_PLATFORM,FLEXCAN,NAND,QSPI,PWM,WDOG,PCIE,XTALOSC,SNVS,SJC,ADC,SDMA,MIPI_CSI2,MIPI_DSI,MQS,Other,Routing for BOARD_InitPins
L6,SD3_DATA3,,,"GPIO6_IO05(GPIO6,gpio_io,05)",,,,,,"SD3_DATA3(uSDHC3,sd_data,3)",,,"SAI3_TX_DATA(SAI3,sai_tx_data)",,,,"I2C3_SCL(I2C3,i2c_scl)",,,,,"GPT3_COMPARE3(GPT3,gpt_compare,3)",,,"NAND_DATA03(NAND,nand_data,03)",,,,,,,,,,,,,,"SD3_DATA3(uSDHC3,sd_data,3)"
L5,SD3_DATA4,,,"GPIO6_IO06(GPIO6,gpio_io,06)",,"UART3_RX_DATA(UART3,uart_rx_data)",,,,"SD3_DATA4(uSDHC3,sd_data,4)",,,,,,,,,,,,,,"FLEXCAN2_RX(FLEXCAN2,flexcan_rx)","NAND_DATA04(NAND,nand_data,04)",,,,,,,,,,,,,,"SD3_DATA4(uSDHC3,sd_data,4)"
J7,SD3_DATA5,,,"GPIO6_IO07(GPIO6,gpio_io,07)",,"UART3_TX_DATA(UART3,uart_tx_data)",,,,"SD3_DATA5(uSDHC3,sd_data,5)",,,,,,,,,,,,,,"FLEXCAN1_TX(FLEXCAN1,flexcan_tx)","NAND_DATA05(NAND,nand_data,05)",,,,,,,,,,,,,,"SD3_DATA5(uSDHC3,sd_data,5)"
J5,SD3_DATA6,,,"GPIO6_IO08(GPIO6,gpio_io,08)",,"UART3_RTS_B(UART3,uart_rts_b)",,,,"SD3_DATA6(uSDHC3,sd_data,6)/SD3_WP(uSDHC3,sd_wp)",,,,,,,,,,,,,,"FLEXCAN2_TX(FLEXCAN2,flexcan_tx)","NAND_DATA06(NAND,nand_data,06)",,,,,,,,,,,,,,"SD3_DATA6(uSDHC3,sd_data,6)"
J4,SD3_DATA7,,,"GPIO6_IO09(GPIO6,gpio_io,09)",,"UART3_CTS_B(UART3,uart_cts_b)",,,,"SD3_DATA7(uSDHC3,sd_data,7)/SD3_CD_B(uSDHC3,sd_cd_b)",,,,,,,,,,,,,,"FLEXCAN1_RX(FLEXCAN1,flexcan_rx)","NAND_DATA07(NAND,nand_data,07)",,,,,,,,,,,,,,"SD3_DATA7(uSDHC3,sd_data,7)"
J2,SD3_RESET_B,,,"GPIO6_IO11(GPIO6,gpio_io,11)",,,,,,"SD3_RESET_B(uSDHC3,sd_reset_b)/SD3_RESET(uSDHC3,sd_reset)",,,"SAI3_MCLK(SAI3,sai_mclk)",,,,,,,,,,,,"NAND_WE_B(NAND,nand_we_b)",,,,,,,,,,,,,,"SD3_RESET_B(uSDHC3,sd_reset_b)"
J1,SD3_STROBE,,,"GPIO6_IO10(GPIO6,gpio_io,10)",,,,,,"SD3_STROBE(uSDHC3,sd_strobe)",,,,,,,,,,,,,,,"NAND_RE_B(NAND,nand_re_b)",,,,,,,,,,,,,,"SD3_STROBE(uSDHC3,sd_strobe)"
AE13,SNVS_PMIC_ON_REQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SNVS_PMIC_ON_REQ(SNVS,pmic_on_req)",,,,,,,,"SNVS_PMIC_ON_REQ(SNVS,pmic_on_req)"
AB9,SNVS_TAMPER09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SNVS_TAMPER9(SNVS,tamper,9)",,,,,,,,"SNVS_TAMPER9(SNVS,tamper,9)"
AF6,TEMPSENSOR_RESERVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AF7,TEMPSENSOR_REXT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TEMPSENSOR_REXT(TEMPSENSOR,rext)","TEMPSENSOR_REXT(TEMPSENSOR,rext)"
AA3,TEST_MODE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TEST_MODE(SNVS,test_mode)",,,,,,,,"TEST_MODE(SNVS,test_mode)"
B6,USB_OTG1_CHD_B,,,,,,,,,,,,,,,,,,,"USB_OTG1_CHD_B(USB,usb_otg1_chd_b)",,,,,,,,,,,,,,,,,,,"USB_OTG1_CHD_B(USB,usb_otg1_chd_b)"
C8,USB_OTG1_REXT,,,,,,,,,,,,,,,,,,,"USB_OTG1_REXT(USB,usb_otg1_rext)",,,,,,,,,,,,,,,,,,,"USB_OTG1_REXT(USB,usb_otg1_rext)"
A9,USB_OTG2_REXT,,,,,,,,,,,,,,,,,,,"USB_OTG2_REXT(USB,usb_otg2_rext)",,,,,,,,,,,,,,,,,,,"USB_OTG2_REXT(USB,usb_otg2_rext)"
AA10,VDD_1P2_CAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A20,VDD_ARM0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B20,VDD_ARM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H19,VDD_ARM10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J20,VDD_ARM11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K21,VDD_ARM12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K23,VDD_ARM13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K26,VDD_ARM14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L27,VDD_ARM15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L28,VDD_ARM16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C16,VDD_ARM2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C17,VDD_ARM3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C18,VDD_ARM4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C19,VDD_ARM5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C20,VDD_ARM6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C21,VDD_ARM7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C22,VDD_ARM8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F19,VDD_ARM9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AG6,VDD_LPSR_1P0_CAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AG5,VDD_LPSR_IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J16,VDD_MIPI_1P0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AG7,VDD_SNVS_1P8_CAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y13,VDD_SNVS_IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H10,VDD_SOC0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J9,VDD_SOC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N16,VDD_SOC10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3,VDD_SOC11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P6,VDD_SOC12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P23,VDD_SOC13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P26,VDD_SOC14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R3,VDD_SOC15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R6,VDD_SOC16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R23,VDD_SOC17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R26,VDD_SOC18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T13,VDD_SOC19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K3,VDD_SOC2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T16,VDD_SOC20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V11,VDD_SOC21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V18,VDD_SOC22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K6,VDD_SOC3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K8,VDD_SOC4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,VDD_SOC5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,VDD_SOC6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L11,VDD_SOC7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L18,VDD_SOC8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N13,VDD_SOC9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AH5,VDD_TEMPSENSOR_1P8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C12,VDD_USB_H_1P20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G13,VDD_USB_H_1P21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E9,VDD_USB_OTG1_1P0_CAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D9,VDD_USB_OTG1_3P3_IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F9,VDD_USB_OTG2_1P0_CAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D11,VDD_USB_OTG2_3P3_IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AH2,VDD_XTAL_1P8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AH7,VDDA_1P0_CAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AF4,VDDA_1P8_IN0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AG3,VDDA_1P8_IN1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AG4,VDDA_1P8_IN2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AH4,VDDA_ADC_1P8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"VDDA_ADC1_1P8(ADC1,adc_vrefh)/VDDA_ADC_1P8(ADC1,adc_vdda_1p8)",,,,,,"VDDA_ADC_1P8(ADC1,adc_vdda_1p8)"
J15,VDDA_MIPI_1P8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y14,VDDA_PHY_1P8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC13,VDDD_1P0_CAP0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AE12,VDDD_1P0_CAP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AF12,VDDD_1P0_CAP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A1,VSS0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A28,VSS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B5,VSS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B23,VSS3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B26,VSS4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3,VSS5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5,VSS6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C7,VSS7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C10,VSS8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C13,VSS9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C14,VSS10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C15,VSS11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C23,VSS12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C24,VSS13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C25,VSS14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C26,VSS15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D8,VSS16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D12,VSS17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D17,VSS18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D21,VSS19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E3,VSS20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E5,VSS21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E24,VSS22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E26,VSS23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F8,VSS24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F10,VSS25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F12,VSS26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F14,VSS27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F15,VSS28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F17,VSS29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F21,VSS30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4,VSS31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H6,VSS32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H23,VSS33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H25,VSS34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L13,VSS35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L16,VSS36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M4,VSS37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M6,VSS38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M23,VSS39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M25,VSS40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N11,VSS41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N18,VSS42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T11,VSS43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T18,VSS44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U4,VSS45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U6,VSS46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U23,VSS47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U25,VSS48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V13,VSS49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V16,VSS50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W3,VSS51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W6,VSS52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA4,VSS53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA6,VSS54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA23,VSS55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA25,VSS56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC8,VSS57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC10,VSS58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC12,VSS59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC14,VSS60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC15,VSS61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC17,VSS62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC21,VSS63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AD3,VSS64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AD5,VSS65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AD24,VSS66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AD26,VSS67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AE8,VSS68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AE17,VSS69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AE21,VSS70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AF3,VSS71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AF5,VSS72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AF8,VSS73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AF9,VSS74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AF10,VSS75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AF11,VSS76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AF13,VSS77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AF14,VSS78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AF15,VSS79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AF24,VSS80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AF26,VSS81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AG10,VSS82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AH1,VSS83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"VSS(ADC1,adc_vrefl)",,,,,,"VSS(ADC1,adc_vrefl)"
AH28,VSS84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AD6,VSS85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AE6,VSS86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AE7,VSS87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AE9,VSS88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AG2,XTALI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"XTALI(XTALOSC,xtali)",,,,,,,,,"XTALI(XTALOSC,xtali)"
AG1,XTALO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"XTALO(XTALOSC,xtalo)",,,,,,,,,"XTALO(XTALOSC,xtalo)"
,,X_ETH1_LED1,X1A56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,X_ETH1_LED2,X1A57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,X_ETH1_D-/RGMII1_RX0,X2B1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,X_ETH1_D+/RGMII1_RX1,X2B2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,X_ETH1_C-/RGMII1_RX2,X2B3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,X_ETH1_C+/RGMII1_RX3,X2B4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GND,X2B5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,X_ETH1_B-/RGMII1_TX0,X2B6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,X_ETH1_B+/RGMII1_TX1,X2B7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,X_ETH1_A-/RGMII1_TX2,X2B8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,X_ETH1_A+/RGMII1_TX3,X2B9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
